[TID]               [Nom]               [Début]            [Fin]               [Durée Totale]
140223428150848     table               17:49:37            17:49:37            401ms
140223419758144     coupe               17:49:37            17:49:38            801ms
140223453328960     bague               17:49:37            17:49:38            400ms
140223444936256     porte               17:49:37            17:49:38            801ms
140223436543552     epee                17:49:37            17:49:38            600ms
140223300236864     bague               17:49:37            17:49:38            400ms
140223411365440     porte               17:49:37            17:49:38            600ms
140223428150848     bague               17:49:38            17:49:38            400ms
140223453328960     epee                17:49:38            17:49:38            200ms
140223419758144     porte               17:49:38            17:49:38            600ms
140223300236864     chandelier          17:49:38            17:49:38            200ms
140223436543552     porte               17:49:38            17:49:38            600ms
140223411365440     porte               17:49:38            17:49:39            600ms
140223428150848     porte               17:49:38            17:49:39            800ms
140223436543552     epee                17:49:39            17:49:39            200ms
140223300236864     porte               17:49:38            17:49:39            600ms
140223444936256     table               17:49:38            17:49:39            1401ms
140223453328960     table               17:49:38            17:49:39            1200ms
140223419758144     table               17:49:38            17:49:40            1400ms
140223428150848     bague               17:49:39            17:49:40            1000ms
140223300236864     porte               17:49:39            17:49:40            600ms
140223411365440     chandelier          17:49:39            17:49:40            1200ms
140223436543552     table               17:49:39            17:49:40            1000ms
140223444936256     bague               17:49:39            17:49:40            800ms
140223419758144     porte               17:49:40            17:49:40            400ms
140223453328960     bague               17:49:40            17:49:40            800ms
140223444936256     porte               17:49:40            17:49:40            200ms
140223436543552     epee                17:49:40            17:49:40            200ms
140223428150848     bague               17:49:40            17:49:41            801ms
140223411365440     bague               17:49:40            17:49:41            800ms
140223436543552     porte               17:49:41            17:49:41            200ms
140223444936256     bague               17:49:40            17:49:41            600ms
140223428150848     porte               17:49:41            17:49:41            200ms
140223419758144     chandelier          17:49:40            17:49:41            800ms
140223300236864     table               17:49:40            17:49:41            1201ms
140223411365440     chandelier          17:49:41            17:49:41            600ms
140223453328960     table               17:49:40            17:49:41            1001ms
140223436543552     chandelier          17:49:41            17:49:42            601ms
140223444936256     porte               17:49:41            17:49:42            401ms
140223428150848     chandelier          17:49:41            17:49:42            801ms
140223300236864     table               17:49:41            17:49:42            400ms
140223411365440     chandelier          17:49:41            17:49:42            600ms
140223444936256     porte               17:49:42            17:49:42            200ms
140223453328960     bague               17:49:42            17:49:42            600ms
140223300236864     coupe               17:49:42            17:49:42            200ms
140223436543552     bague               17:49:42            17:49:42            800ms
140223419758144     bague               17:49:41            17:49:43            1400ms
140223428150848     chandelier          17:49:42            17:49:43            1000ms
140223436543552     table               17:49:43            17:49:43            200ms
140223411365440     chandelier          17:49:42            17:49:43            1000ms
140223444936256     epee                17:49:42            17:49:43            1000ms
140223453328960     coupe               17:49:42            17:49:43            1203ms
140223428150848     chandelier          17:49:43            17:49:43            603ms
140223300236864     porte               17:49:42            17:49:44            1204ms
140223411365440     chandelier          17:49:43            17:49:44            401ms
140223419758144     porte               17:49:43            17:49:44            1004ms
140223453328960     bague               17:49:43            17:49:44            400ms
140223436543552     porte               17:49:43            17:49:44            1004ms
140223419758144     epee                17:49:44            17:49:44            200ms
140223444936256     coupe               17:49:43            17:49:44            801ms
140223436543552     bague               17:49:44            17:49:44            200ms
140223428150848     porte               17:49:44            17:49:44            801ms
140223453328960     epee                17:49:44            17:49:44            400ms
140223300236864     porte               17:49:44            17:49:45            1001ms
140223411365440     coupe               17:49:44            17:49:45            1001ms
140223419758144     table               17:49:44            17:49:45            600ms
140223444936256     coupe               17:49:44            17:49:45            800ms
140223436543552     bague               17:49:44            17:49:45            600ms
140223428150848     coupe               17:49:44            17:49:45            800ms
140223300236864     chandelier          17:49:45            17:49:45            400ms
140223419758144     table               17:49:45            17:49:45            200ms
140223453328960     coupe               17:49:45            17:49:45            801ms
140223444936256     chandelier          17:49:45            17:49:45            399ms
140223428150848     coupe               17:49:45            17:49:46            400ms
140223300236864     chandelier          17:49:45            17:49:46            400ms
140223453328960     table               17:49:45            17:49:46            200ms
140223411365440     epee                17:49:45            17:49:46            1001ms
140223436543552     porte               17:49:45            17:49:46            601ms
140223419758144     porte               17:49:45            17:49:46            600ms
140223428150848     coupe               17:49:46            17:49:46            600ms
140223300236864     table               17:49:46            17:49:46            600ms
140223444936256     table               17:49:46            17:49:46            800ms
140223436543552     epee                17:49:46            17:49:46            400ms
140223453328960     table               17:49:46            17:49:47            800ms
140223428150848     epee                17:49:46            17:49:47            400ms
140223411365440     table               17:49:46            17:49:47            1000ms
140223444936256     chandelier          17:49:46            17:49:47            400ms
140223419758144     table               17:49:46            17:49:47            801ms
140223300236864     epee                17:49:46            17:49:47            600ms
140223436543552     table               17:49:47            17:49:47            600ms
140223453328960     coupe               17:49:47            17:49:47            601ms
140223411365440     bague               17:49:47            17:49:47            600ms
140223428150848     coupe               17:49:47            17:49:47            600ms
140223444936256     coupe               17:49:47            17:49:48            600ms
140223436543552     table               17:49:47            17:49:48            400ms
140223411365440     chandelier          17:49:47            17:49:48            200ms
140223300236864     coupe               17:49:47            17:49:48            600ms
140223444936256     table               17:49:48            17:49:48            200ms
140223453328960     coupe               17:49:47            17:49:48            600ms
140223436543552     table               17:49:48            17:49:48            400ms
140223428150848     bague               17:49:48            17:49:48            600ms
140223444936256     porte               17:49:48            17:49:48            200ms
140223411365440     chandelier          17:49:48            17:49:48            600ms
140223453328960     porte               17:49:48            17:49:48            400ms
140223419758144     epee                17:49:47            17:49:49            1601ms
140223444936256     table               17:49:48            17:49:49            200ms
140223300236864     epee                17:49:48            17:49:49            1001ms
140223411365440     bague               17:49:48            17:49:49            400ms
140223453328960     porte               17:49:49            17:49:49            200ms
140223436543552     epee                17:49:48            17:49:49            801ms
140223419758144     bague               17:49:49            17:49:49            400ms
140223411365440     porte               17:49:49            17:49:49            200ms
140223428150848     epee                17:49:48            17:49:49            1001ms
140223300236864     epee                17:49:49            17:49:49            600ms
140223444936256     epee                17:49:49            17:49:50            800ms
140223453328960     coupe               17:49:49            17:49:50            800ms
140223300236864     bague               17:49:50            17:49:50            200ms
140223436543552     coupe               17:49:49            17:49:50            1000ms
140223428150848     coupe               17:49:49            17:49:50            800ms
140223453328960     coupe               17:49:50            17:49:50            600ms
140223436543552     bague               17:49:50            17:49:50            200ms
140223444936256     porte               17:49:50            17:49:51            800ms
140223411365440     epee                17:49:49            17:49:51            1401ms
140223300236864     coupe               17:49:50            17:49:51            801ms
140223428150848     chandelier          17:49:50            17:49:51            401ms
140223453328960     porte               17:49:50            17:49:51            601ms
140223436543552     chandelier          17:49:51            17:49:51            400ms
140223419758144     epee                17:49:49            17:49:51            2202ms
140223300236864     bague               17:49:51            17:49:51            400ms
140223411365440     epee                17:49:51            17:49:51            600ms
140223453328960     bague               17:49:51            17:49:51            400ms
140223444936256     coupe               17:49:51            17:49:52            1002ms
140223453328960     chandelier          17:49:51            17:49:52            200ms
140223428150848     table               17:49:51            17:49:52            601ms
140223436543552     porte               17:49:51            17:49:52            601ms
140223444936256     epee                17:49:52            17:49:52            200ms
140223419758144     porte               17:49:51            17:49:52            800ms
140223436543552     epee                17:49:52            17:49:52            200ms
140223411365440     porte               17:49:51            17:49:52            801ms
140223300236864     epee                17:49:52            17:49:52            400ms

On a créé 680 objets au total!
	Coupes :	128
	Epees : 	100
	Chandeliers :	114
	Bagues :	106
	Tables :	114
	Portes :	118
Le temps d'execution total des threads est de 70308ms!
